,Date,AAPL,MSFT,GOOG,AMZN,META
36,2019-02-25,43.557498931884766,111.58999633789062,55.470001220703125,81.6500015258789,164.6199951171875
37,2019-02-26,43.58250045776367,112.36000061035156,55.756500244140625,81.81999969482422,164.1300048828125
38,2019-02-27,43.717498779296875,112.16999816894531,55.8025016784668,82.05449676513672,162.80999755859375
39,2019-02-28,43.287498474121094,112.02999877929688,55.99599838256836,81.99150085449219,161.4499969482422
40,2019-03-01,43.74250030517578,112.52999877929688,57.04949951171875,83.58650207519531,162.27999877929688
41,2019-03-04,43.962501525878906,112.26000213623047,57.38999938964844,84.80850219726562,167.3699951171875
42,2019-03-05,43.88249969482422,111.69999694824219,58.10150146484375,84.62149810791016,171.25999450683594
43,2019-03-06,43.630001068115234,111.75,57.893001556396484,83.44750213623047,172.50999450683594
44,2019-03-07,43.125,110.38999938964844,57.165000915527344,81.29750061035156,169.1300048828125
45,2019-03-08,43.227500915527344,110.51000213623047,57.11600112915039,81.04000091552734,169.60000610351562
46,2019-03-11,44.724998474121094,112.83000183105469,58.78799819946289,83.53099822998047,172.07000732421875
47,2019-03-12,45.227500915527344,113.62000274658203,59.65999984741211,83.65499877929688,171.9199981689453
48,2019-03-13,45.4275016784668,114.5,59.66600036621094,84.54049682617188,173.3699951171875
49,2019-03-14,45.932498931884766,114.58999633789062,59.27750015258789,84.31099700927734,170.1699981689453
50,2019-03-15,46.529998779296875,115.91000366210938,59.222999572753906,85.61799621582031,165.97999572753906
51,2019-03-18,47.005001068115234,117.56999969482422,59.2130012512207,87.10749816894531,160.47000122070312
52,2019-03-19,46.63249969482422,117.6500015258789,59.942501068115234,88.09249877929688,161.57000732421875
53,2019-03-20,47.040000915527344,117.5199966430664,61.19850158691406,89.8635025024414,165.44000244140625
54,2019-03-21,48.772499084472656,120.22000122070312,61.57699966430664,90.96299743652344,166.0800018310547
55,2019-03-22,47.76250076293945,117.05000305175781,60.275001525878906,88.2385025024414,164.33999633789062
56,2019-03-25,47.185001373291016,117.66000366210938,59.650001525878906,88.71299743652344,166.2899932861328
57,2019-03-26,46.6974983215332,117.91000366210938,59.23099899291992,89.18800354003906,167.67999267578125
58,2019-03-27,47.11750030517578,116.7699966430664,58.6510009765625,88.28500366210938,165.8699951171875
59,2019-03-28,47.18000030517578,116.93000030517578,58.42449951171875,88.6709976196289,165.5500030517578
60,2019-03-29,47.48749923706055,117.94000244140625,58.66550064086914,89.0374984741211,166.69000244140625
61,2019-04-01,47.810001373291016,119.0199966430664,59.721500396728516,90.70950317382812,168.6999969482422
62,2019-04-02,48.505001068115234,119.19000244140625,60.02450180053711,90.6989974975586,174.1999969482422
63,2019-04-03,48.837501525878906,119.97000122070312,60.29600143432617,91.03500366210938,173.5399932861328
64,2019-04-04,48.92250061035156,119.36000061035156,60.75,90.94300079345703,176.02000427246094
65,2019-04-05,49.25,119.88999938964844,60.35749816894531,91.86399841308594,175.72000122070312
66,2019-04-08,50.025001525878906,119.93000030517578,60.19200134277344,92.49299621582031,174.92999267578125
67,2019-04-09,49.875,119.27999877929688,59.86249923706055,91.79199981689453,177.5800018310547
68,2019-04-10,50.154998779296875,120.19000244140625,60.108001708984375,92.36650085449219,177.82000732421875
69,2019-04-11,49.73749923706055,120.33000183105469,60.23099899291992,92.20349884033203,177.50999450683594
70,2019-04-12,49.717498779296875,120.94999694824219,60.89350128173828,92.15299987792969,179.10000610351562
71,2019-04-15,49.807498931884766,121.05000305175781,61.05500030517578,92.24349975585938,179.64999389648438
72,2019-04-16,49.8125,120.7699966430664,61.35649871826172,93.1520004272461,178.8699951171875
73,2019-04-17,50.782501220703125,121.7699966430664,61.81700134277344,93.24099731445312,178.77999877929688
74,2019-04-18,50.96500015258789,123.37000274658203,61.81850051879883,93.08450317382812,178.27999877929688
75,2019-04-22,51.13249969482422,123.76000213623047,62.44200134277344,94.3655014038086,181.44000244140625
76,2019-04-23,51.869998931884766,125.44000244140625,63.227500915527344,96.1884994506836,183.77999877929688
77,2019-04-24,51.790000915527344,125.01000213623047,62.79999923706055,95.0875015258789,182.5800018310547
78,2019-04-25,51.31999969482422,129.14999389648438,63.17250061035156,95.11250305175781,193.25999450683594
79,2019-04-26,51.07500076293945,129.88999938964844,63.60900115966797,97.53150177001953,191.49000549316406
80,2019-04-29,51.15250015258789,129.77000427246094,64.37899780273438,96.92150115966797,194.77999877929688
81,2019-04-30,50.16749954223633,130.60000610351562,59.42399978637695,96.32599639892578,193.39999389648438
82,2019-05-01,52.630001068115234,127.87999725341797,58.40399932861328,95.57599639892578,193.02999877929688
83,2019-05-02,52.287498474121094,126.20999908447266,58.13050079345703,95.04100036621094,192.52999877929688
84,2019-05-03,52.9375,128.89999389648438,59.27000045776367,98.12300109863281,195.47000122070312
85,2019-05-06,52.119998931884766,128.14999389648438,59.46950149536133,97.52749633789062,193.8800048828125
86,2019-05-07,50.71500015258789,125.5199966430664,58.70500183105469,96.05000305175781,189.77000427246094
87,2019-05-08,50.724998474121094,125.51000213623047,58.313499450683594,95.88849639892578,189.5399932861328
88,2019-05-09,50.18000030517578,125.5,58.11899948120117,94.99349975585938,188.64999389648438
89,2019-05-10,49.29499816894531,127.12999725341797,58.2135009765625,94.4990005493164,188.33999633789062
90,2019-05-13,46.43000030517578,123.3499984741211,56.60150146484375,91.13400268554688,181.5399932861328
91,2019-05-14,47.165000915527344,124.7300033569336,56.02199935913086,92.00599670410156,180.72999572753906
92,2019-05-15,47.72999954223633,126.0199966430664,58.21049880981445,93.55750274658203,186.27000427246094
93,2019-05-16,47.52000045776367,128.92999267578125,58.94900131225586,95.37850189208984,186.99000549316406
94,2019-05-17,47.25,128.07000732421875,58.1150016784668,93.44999694824219,185.3000030517578
95,2019-05-20,45.772499084472656,126.22000122070312,56.942501068115234,92.94850158691406,182.72000122070312
96,2019-05-21,46.650001525878906,126.9000015258789,57.48149871826172,92.8759994506836,184.82000732421875
97,2019-05-22,45.69499969482422,127.66999816894531,57.57099914550781,92.98400115966797,185.32000732421875
98,2019-05-23,44.915000915527344,126.18000030517578,57.03850173950195,90.77400207519531,180.8699951171875
99,2019-05-24,44.74250030517578,126.23999786376953,56.673500061035156,91.16400146484375,181.05999755859375
100,2019-05-28,44.557498931884766,126.16000366210938,56.70750045776367,91.82150268554688,184.30999755859375
101,2019-05-29,44.345001220703125,124.94000244140625,55.823001861572266,90.95950317382812,182.19000244140625
102,2019-05-30,44.57500076293945,125.7300033569336,55.897499084472656,90.81600189208984,183.00999450683594
103,2019-05-31,43.76750183105469,123.68000030517578,55.18149948120117,88.75350189208984,177.47000122070312
104,2019-06-03,43.32500076293945,119.83999633789062,51.811500549316406,84.6344985961914,164.14999389648438
105,2019-06-04,44.90999984741211,123.16000366210938,52.65250015258789,86.47799682617188,167.5
106,2019-06-05,45.6349983215332,125.83000183105469,52.111000061035156,86.92500305175781,168.1699981689453
107,2019-06-06,46.30500030517578,127.81999969482422,52.21699905395508,87.71800231933594,168.3300018310547
108,2019-06-07,47.537498474121094,131.39999389648438,53.301998138427734,90.20149993896484,173.35000610351562
109,2019-06-10,48.14500045776367,132.60000610351562,54.01900100708008,93.03150177001953,174.82000732421875
110,2019-06-11,48.70249938964844,132.10000610351562,53.93600082397461,93.18499755859375,178.10000610351562
111,2019-06-12,48.54750061035156,131.49000549316406,53.85150146484375,92.76599884033203,175.0399932861328
112,2019-06-13,48.537498474121094,132.32000732421875,54.438499450683594,93.51499938964844,177.47000122070312
113,2019-06-14,48.185001373291016,132.4499969482422,54.26750183105469,93.4834976196289,181.3300018310547
114,2019-06-17,48.47249984741211,132.85000610351562,54.625,94.30149841308594,189.00999450683594
115,2019-06-18,49.61249923706055,135.16000366210938,55.18000030517578,95.06849670410156,188.47000122070312
116,2019-06-19,49.467498779296875,135.69000244140625,55.11650085449219,95.43949890136719,187.47999572753906
117,2019-06-20,49.8650016784668,136.9499969482422,55.57099914550781,95.90950012207031,189.52999877929688
118,2019-06-21,49.69499969482422,136.97000122070312,56.09400177001953,95.56500244140625,191.13999938964844
119,2019-06-24,49.64500045776367,137.77999877929688,55.7760009765625,95.69499969482422,192.60000610351562
120,2019-06-25,48.89250183105469,133.42999267578125,54.317501068115234,93.91349792480469,188.83999633789062
121,2019-06-26,49.95000076293945,133.92999267578125,53.9900016784668,94.8915023803711,187.66000366210938
122,2019-06-27,49.935001373291016,134.14999389648438,53.800498962402344,95.21399688720703,189.5
123,2019-06-28,49.47999954223633,133.9600067138672,54.045501708984375,94.68150329589844,193.0
124,2019-07-01,50.38750076293945,135.67999267578125,54.897499084472656,96.1094970703125,193.0
125,2019-07-02,50.682498931884766,136.5800018310547,55.5625,96.71549987792969,195.0
126,2019-07-03,51.102500915527344,137.4600067138672,56.07899856567383,96.94999694824219,197.1999969482422
127,2019-07-05,51.057498931884766,137.05999755859375,56.579498291015625,97.14550018310547,196.39999389648438
128,2019-07-08,50.005001068115234,136.9600067138672,55.817501068115234,97.61599731445312,195.75999450683594
129,2019-07-09,50.310001373291016,136.4600067138672,56.24150085449219,99.41500091552734,199.2100067138672
130,2019-07-10,50.807498931884766,137.85000610351562,57.02399826049805,100.87049865722656,202.72999572753906
131,2019-07-11,50.4375,138.39999389648438,57.21049880981445,100.05349731445312,201.22999572753906
132,2019-07-12,50.82500076293945,138.89999389648438,57.244998931884766,100.55000305175781,204.8699951171875
133,2019-07-15,51.3025016784668,138.89999389648438,57.516998291015625,101.04949951171875,203.91000366210938
134,2019-07-16,51.125,137.0800018310547,57.67900085449219,100.49500274658203,203.83999633789062
135,2019-07-17,50.837501525878906,136.27000427246094,57.317501068115234,99.60150146484375,201.8000030517578
136,2019-07-18,51.415000915527344,136.4199981689453,57.31650161743164,98.8949966430664,200.77999877929688
137,2019-07-19,50.647499084472656,136.6199951171875,56.505001068115234,98.22599792480469,198.36000061035156
138,2019-07-22,51.80500030517578,138.42999267578125,56.903499603271484,99.28150177001953,202.32000732421875
139,2019-07-23,52.209999084472656,139.2899932861328,57.31050109863281,99.72450256347656,202.36000061035156
140,2019-07-24,52.16749954223633,140.72000122070312,56.890499114990234,100.04049682617188,204.66000366210938
141,2019-07-25,51.755001068115234,140.19000244140625,56.60599899291992,98.69100189208984,200.7100067138672
142,2019-07-26,51.935001373291016,141.33999633789062,62.52050018310547,97.15249633789062,199.75
143,2019-07-29,52.41999816894531,141.02999877929688,61.97050094604492,95.62249755859375,195.94000244140625
144,2019-07-30,52.19499969482422,140.35000610351562,61.25699996948242,94.92649841308594,197.0399932861328
145,2019-07-31,53.2599983215332,136.27000427246094,60.83399963378906,93.33899688720703,194.22999572753906
146,2019-08-01,52.10749816894531,138.05999755859375,60.45050048828125,92.76599884033203,192.72999572753906
147,2019-08-02,51.005001068115234,136.89999389648438,59.699501037597656,91.16200256347656,189.02000427246094
148,2019-08-05,48.334999084472656,132.2100067138672,57.61600112915039,88.25650024414062,181.72999572753906
149,2019-08-06,49.25,134.69000244140625,58.497501373291016,89.3915023803711,184.50999450683594
150,2019-08-07,49.7599983215332,135.27999877929688,58.699501037597656,89.66999816894531,185.14999389648438
151,2019-08-08,50.85749816894531,138.88999938964844,60.2400016784668,91.64450073242188,190.16000366210938
152,2019-08-09,50.247501373291016,137.7100067138672,59.4005012512207,90.37899780273438,187.85000610351562
153,2019-08-12,50.119998931884766,135.7899932861328,58.73550033569336,89.24600219726562,185.3699951171875
154,2019-08-13,52.24250030517578,138.60000610351562,59.86349868774414,91.21700286865234,188.4499969482422
155,2019-08-14,50.6875,133.97999572753906,58.214500427246094,88.14800262451172,179.7100067138672
156,2019-08-15,50.435001373291016,133.67999267578125,58.362998962402344,88.80599975585938,182.58999633789062
157,2019-08-16,51.625,136.1300048828125,58.880001068115234,89.62850189208984,183.6999969482422
158,2019-08-19,52.587501525878906,138.41000366210938,59.92250061035156,90.80599975585938,186.1699981689453
159,2019-08-20,52.59000015258789,137.25999450683594,59.134498596191406,90.06900024414062,183.80999755859375
160,2019-08-21,53.15999984741211,138.7899932861328,59.5625,91.177001953125,183.5500030517578
161,2019-08-22,53.1150016784668,137.77999877929688,59.47650146484375,90.23300170898438,182.0399932861328
162,2019-08-23,50.65999984741211,133.38999938964844,57.56449890136719,87.48100280761719,177.75
163,2019-08-26,51.622501373291016,135.4499969482422,58.44449996948242,88.44349670410156,180.36000061035156
164,2019-08-27,51.040000915527344,135.74000549316406,58.391998291015625,88.09149932861328,181.3000030517578
165,2019-08-28,51.38249969482422,135.55999755859375,58.55099868774414,88.2125015258789,181.75999450683594
166,2019-08-29,52.252498626708984,138.1199951171875,59.64250183105469,89.31999969482422,185.57000732421875
167,2019-08-30,52.185001373291016,137.86000061035156,59.404998779296875,88.81449890136719,185.6699981689453
168,2019-09-03,51.42499923706055,136.0399932861328,58.419498443603516,89.49199676513672,182.38999938964844
169,2019-09-04,52.29750061035156,137.6300048828125,59.070499420166016,90.03099822998047,187.13999938964844
170,2019-09-05,53.31999969482422,140.0500030517578,60.569000244140625,92.03600311279297,190.89999389648438
171,2019-09-06,53.314998626708984,139.10000610351562,60.246498107910156,91.67549896240234,187.49000549316406
172,2019-09-09,53.54249954223633,137.52000427246094,60.22050094604492,91.56749725341797,188.75999450683594
173,2019-09-10,54.17499923706055,136.0800018310547,60.29999923706055,91.02749633789062,186.1699981689453
174,2019-09-11,55.897499084472656,136.1199951171875,61.00849914550781,91.14949798583984,188.49000549316406
175,2019-09-12,55.772499084472656,137.52000427246094,61.712501525878906,92.17749786376953,187.47000122070312
176,2019-09-13,54.6875,137.32000732421875,61.97800064086914,91.96700286865234,187.19000244140625
177,2019-09-16,54.974998474121094,136.3300018310547,61.564998626708984,90.39199829101562,186.22000122070312
178,2019-09-17,55.17499923706055,137.38999938964844,61.45750045776367,91.12750244140625,188.0800018310547
179,2019-09-18,55.692501068115234,138.52000427246094,61.62049865722656,90.87300109863281,188.13999938964844
180,2019-09-19,55.2400016784668,141.07000732421875,61.93550109863281,91.07499694824219,190.13999938964844
181,2019-09-20,54.432498931884766,139.44000244140625,61.496498107910156,89.70800018310547,189.92999267578125
182,2019-09-23,54.68000030517578,139.13999938964844,61.701499938964844,89.26499938964844,186.82000732421875
183,2019-09-24,54.41999816894531,137.3800048828125,60.9379997253418,87.08049774169922,181.27999877929688
184,2019-09-25,55.25749969482422,139.36000061035156,62.32600021362305,88.41649627685547,182.8000030517578
185,2019-09-26,54.97249984741211,139.5399932861328,62.06949996948242,86.99199676513672,180.11000061035156
186,2019-09-27,54.70500183105469,137.72999572753906,61.25450134277344,86.27249908447266,177.10000610351562
187,2019-09-30,55.99250030517578,139.02999877929688,60.95000076293945,86.79550170898438,178.0800018310547
188,2019-10-01,56.147499084472656,137.07000732421875,60.255001068115234,86.78250122070312,175.80999755859375
189,2019-10-02,54.7400016784668,134.64999389648438,58.83150100708008,85.6614990234375,174.60000610351562
190,2019-10-03,55.20500183105469,136.27999877929688,59.39149856567383,86.22100067138672,179.3800048828125
191,2019-10-04,56.752498626708984,138.1199951171875,60.45000076293945,86.98249816894531,180.4499969482422
192,2019-10-07,56.76499938964844,137.1199951171875,60.38399887084961,86.63300323486328,179.67999267578125
193,2019-10-08,56.099998474121094,135.6699981689453,59.45650100708008,85.27549743652344,177.75
194,2019-10-09,56.75749969482422,138.24000549316406,60.115501403808594,86.09950256347656,179.85000610351562
195,2019-10-10,57.522499084472656,139.10000610351562,60.43349838256836,86.01300048828125,180.02999877929688
196,2019-10-11,59.0525016784668,139.67999267578125,60.772499084472656,86.59600067138672,184.19000244140625
197,2019-10-14,58.967498779296875,139.5500030517578,60.856998443603516,86.82150268554688,183.27999877929688
198,2019-10-15,58.83000183105469,141.57000732421875,62.1505012512207,88.36900329589844,188.88999938964844
199,2019-10-16,58.592498779296875,140.41000366210938,62.18199920654297,88.87149810791016,189.5500030517578
200,2019-10-17,58.81999969482422,139.69000244140625,62.653499603271484,89.3740005493164,190.38999938964844
201,2019-10-18,59.102500915527344,137.41000366210938,62.27450180053711,87.87550354003906,185.85000610351562
202,2019-10-21,60.127498626708984,138.42999267578125,62.307498931884766,89.28299713134766,189.75999450683594
203,2019-10-22,59.9900016784668,136.3699951171875,62.13999938964844,88.2864990234375,182.33999633789062
204,2019-10-23,60.79499816894531,137.24000549316406,62.95650100708008,88.1084976196289,186.14999389648438
205,2019-10-24,60.89500045776367,139.94000244140625,63.04949951171875,89.03900146484375,186.3800048828125
206,2019-10-25,61.64500045776367,140.72999572753906,63.256500244140625,88.06649780273438,187.88999938964844
207,2019-10-28,62.26250076293945,144.19000244140625,64.5,88.85399627685547,189.39999389648438
208,2019-10-29,60.8224983215332,142.8300018310547,63.13100051879883,88.135498046875,189.30999755859375
209,2019-10-30,60.814998626708984,144.61000061035156,63.06449890136719,88.99949645996094,188.25
210,2019-10-31,62.189998626708984,143.3699951171875,63.00550079345703,88.83300018310547,191.64999389648438
211,2019-11-01,63.95500183105469,143.72000122070312,63.6870002746582,89.5719985961914,193.6199951171875
212,2019-11-04,64.375,144.5500030517578,64.56849670410156,90.23300170898438,194.72000122070312
213,2019-11-05,64.28250122070312,144.4600067138672,64.60150146484375,90.08550262451172,194.32000732421875
214,2019-11-06,64.30999755859375,144.05999755859375,64.58999633789062,89.78849792480469,191.5500030517578
215,2019-11-07,64.85749816894531,144.25999450683594,65.44300079345703,89.41000366210938,190.4199981689453
216,2019-11-08,65.03500366210938,145.9600067138672,65.56849670410156,89.29399871826172,190.83999633789062
217,2019-11-11,65.55000305175781,146.11000061035156,64.95950317382812,88.5824966430664,189.61000061035156
218,2019-11-12,65.48999786376953,147.07000732421875,64.94000244140625,88.9000015258789,194.47000122070312
219,2019-11-13,66.11750030517578,147.30999755859375,64.9000015258789,87.65550231933594,193.19000244140625
220,2019-11-14,65.66000366210938,148.05999755859375,65.572998046875,87.7300033569336,193.14999389648438
221,2019-11-15,66.44000244140625,149.97000122070312,66.74349975585938,86.97450256347656,195.10000610351562
222,2019-11-18,66.7750015258789,150.33999633789062,66.03500366210938,87.62650299072266,197.39999389648438
223,2019-11-19,66.57250213623047,150.38999938964844,65.77300262451172,87.6395034790039,199.32000732421875
224,2019-11-20,65.79750061035156,149.6199951171875,65.15249633789062,87.27649688720703,197.50999450683594
225,2019-11-21,65.50250244140625,149.47999572753906,65.06749725341797,86.7354965209961,197.92999267578125
226,2019-11-22,65.44499969482422,149.58999633789062,64.76699829101562,87.28600311279297,198.82000732421875
227,2019-11-25,66.59249877929688,151.22999572753906,65.33450317382812,88.69200134277344,199.7899932861328
228,2019-11-26,66.07250213623047,152.02999877929688,65.67749786376953,89.84700012207031,198.97000122070312
229,2019-11-27,66.95999908447266,152.32000732421875,65.64949798583984,90.92549896240234,202.0
230,2019-11-29,66.8125,151.3800048828125,65.24800109863281,90.04000091552734,201.63999938964844
231,2019-12-02,66.04000091552734,149.5500030517578,64.49600219726562,89.08000183105469,199.6999969482422
232,2019-12-03,64.86250305175781,149.30999755859375,64.76399993896484,88.49800109863281,198.82000732421875
233,2019-12-04,65.43499755859375,149.85000610351562,66.0270004272461,88.03450012207031,198.7100067138672
234,2019-12-05,66.3949966430664,149.92999267578125,66.40650177001953,87.02400207519531,199.36000061035156
235,2019-12-06,67.67749786376953,151.75,67.03099822998047,87.58000183105469,201.0500030517578
236,2019-12-09,66.7300033569336,151.36000061035156,67.1780014038086,87.47550201416016,201.33999633789062
237,2019-12-10,67.12000274658203,151.1300048828125,67.23300170898438,86.96050262451172,200.8699951171875
238,2019-12-11,67.69249725341797,151.6999969482422,67.2509994506836,87.43599700927734,202.25999450683594
239,2019-12-12,67.86499786376953,153.24000549316406,67.51349639892578,88.0165023803711,196.75
240,2019-12-13,68.7874984741211,154.52999877929688,67.3915023803711,88.0469970703125,194.11000061035156
241,2019-12-16,69.96499633789062,155.52999877929688,68.05850219726562,88.46050262451172,197.9199981689453
242,2019-12-17,70.10250091552734,154.69000244140625,67.75599670410156,89.53299713134766,198.38999938964844
243,2019-12-18,69.93499755859375,154.3699951171875,67.63099670410156,89.20149993896484,202.5
244,2019-12-19,70.00499725341797,155.7100067138672,67.802001953125,89.61399841308594,206.05999755859375
245,2019-12-20,69.86000061035156,157.41000366210938,67.47949981689453,89.32499694824219,206.3000030517578
246,2019-12-23,71.0,157.41000366210938,67.44200134277344,89.6500015258789,206.17999267578125
247,2019-12-24,71.06749725341797,157.3800048828125,67.1780014038086,89.46050262451172,205.1199951171875
248,2019-12-26,72.47750091552734,158.6699981689453,68.0199966430664,93.4384994506836,207.7899932861328
249,2019-12-27,72.44999694824219,158.9600067138672,67.59449768066406,93.48999786376953,208.10000610351562
250,2019-12-30,72.87999725341797,157.58999633789062,66.80699920654297,92.34449768066406,204.41000366210938
251,2019-12-31,73.4124984741211,157.6999969482422,66.85099792480469,92.39199829101562,205.25
252,2020-01-02,75.0875015258789,160.6199951171875,68.36849975585938,94.90049743652344,209.77999877929688
253,2020-01-03,74.35749816894531,158.6199951171875,68.03299713134766,93.74849700927734,208.6699981689453
254,2020-01-06,74.94999694824219,159.02999877929688,69.71050262451172,95.14399719238281,212.60000610351562
255,2020-01-07,74.59750366210938,157.5800018310547,69.66699981689453,95.34300231933594,213.05999755859375
256,2020-01-08,75.79750061035156,160.08999633789062,70.21600341796875,94.59850311279297,215.22000122070312
257,2020-01-09,77.40750122070312,162.08999633789062,70.99150085449219,95.05249786376953,218.3000030517578
258,2020-01-10,77.5824966430664,161.33999633789062,71.48650360107422,94.15799713134766,218.05999755859375
259,2020-01-13,79.23999786376953,163.27999877929688,71.96150207519531,94.56500244140625,221.91000366210938
260,2020-01-14,78.16999816894531,162.1300048828125,71.54399871826172,93.47200012207031,219.05999755859375
261,2020-01-15,77.83499908447266,163.17999267578125,71.95999908447266,93.10099792480469,221.14999389648438
262,2020-01-16,78.80999755859375,166.1699981689453,72.58499908447266,93.89700317382812,221.77000427246094
263,2020-01-17,79.68250274658203,167.10000610351562,74.01950073242188,93.23600006103516,222.13999938964844
264,2020-01-21,79.14250183105469,166.5,74.22000122070312,94.5999984741211,221.44000244140625
265,2020-01-22,79.42500305175781,165.6999969482422,74.29750061035156,94.37300109863281,221.32000732421875
266,2020-01-23,79.80750274658203,166.72000122070312,74.3324966430664,94.22899627685547,219.75999450683594
267,2020-01-24,79.57749938964844,165.0399932861328,73.33550262451172,93.08200073242188,217.94000244140625
268,2020-01-27,77.23750305175781,162.27999877929688,71.69499969482422,91.41699981689453,214.8699951171875
269,2020-01-28,79.42250061035156,165.4600067138672,72.62799835205078,92.6624984741211,217.7899932861328
270,2020-01-29,81.08499908447266,168.0399932861328,72.93150329589844,92.9000015258789,223.22999572753906
271,2020-01-30,80.96749877929688,172.77999877929688,72.79199981689453,93.53399658203125,209.52999877929688
272,2020-01-31,77.37750244140625,170.22999572753906,71.71150207519531,100.43599700927734,201.91000366210938
273,2020-02-03,77.16500091552734,174.3800048828125,74.2969970703125,100.20999908447266,204.19000244140625
274,2020-02-04,79.7125015258789,180.1199951171875,72.35350036621094,102.4834976196289,209.8300018310547
275,2020-02-05,80.36250305175781,179.89999389648438,72.4114990234375,101.99349975585938,210.11000061035156
276,2020-02-06,81.30249786376953,183.6300048828125,73.8115005493164,102.5114974975586,210.85000610351562
277,2020-02-07,80.00749969482422,183.88999938964844,73.96150207519531,103.96399688720703,212.3300018310547
278,2020-02-10,80.38749694824219,188.6999969482422,75.43399810791016,106.69550323486328,213.05999755859375
279,2020-02-11,79.90249633789062,184.44000244140625,75.43949890136719,107.54000091552734,207.19000244140625
280,2020-02-12,81.80000305175781,184.7100067138672,75.91349792480469,108.0,210.75999450683594
281,2020-02-13,81.21749877929688,183.7100067138672,75.73300170898438,107.49349975585938,213.13999938964844
282,2020-02-14,81.23750305175781,185.35000610351562,76.03700256347656,106.74349975585938,214.17999267578125
283,2020-02-18,79.75,187.22999572753906,75.9834976196289,107.78350067138672,217.8000030517578
284,2020-02-19,80.90499877929688,187.27999877929688,76.33450317382812,108.51100158691406,217.49000549316406
285,2020-02-20,80.07499694824219,184.4199981689453,75.90750122070312,107.65499877929688,214.5800018310547
286,2020-02-21,78.26249694824219,178.58999633789062,74.25550079345703,104.79850006103516,210.17999267578125
287,2020-02-24,74.54499816894531,170.88999938964844,71.07949829101562,100.4645004272461,200.72000122070312
